date,user,text
Mon Jun 08 06:55:36 UTC 2009,russdavisdotcom,Just blocked United Blood Services using Google Voice. They call more than those Car Warranty guys.
Mon Jun 08 19:59:16 UTC 2009,jamesmakeseyes,#at&amp;t is complete fail.
Mon Jun 08 19:59:23 UTC 2009,mikeyil,@broskiii OH SNAP YOU WORK AT AT&amp;T DON'T YOU
Mon Jun 08 19:59:26 UTC 2009,nakiasmile,@Mbjthegreat i really dont want AT&amp;T phone service..they suck when it comes to having a signal
Mon Jun 08 20:00:52 UTC 2009,wiiskey,"I say we just cut out the small talk: AT&amp;T's new slogan: F__k you, give us your money. (Apologies to Bob Geldof.)"
Mon Jun 08 20:01:11 UTC 2009,brkd,pissed about at&amp;t's mid-contract upgrade price for the iPhone (it's $200 more) I'm not going to pay $499 for something I thought was $299
Mon Jun 08 20:02:01 UTC 2009,jesusmbaez,Safari 4 is fast :) Even on my shitty AT&amp;T tethering.
Mon Jun 08 20:06:29 UTC 2009,ClaystationX,@ims What is AT&amp;T fucking up?
Mon Jun 08 20:06:57 UTC 2009,matthewphewes,@springsingfiend @dvyers @sethdaggett @jlshack AT&amp;T dropped the ball and isn't supporting crap with the new iPhone 3.0... FAIL #att SUCKS!!!
Mon Jun 08 20:08:26 UTC 2009,chelseabot,"@MMBarnhill yay, glad you got the phone! Still, damn you, AT&amp;T."
Mon Jun 08 20:46:01 UTC 2009,girgely,Google Wave Developer Sandbox Account Request http://bit.ly/2NYlc
Tue Jun 09 01:02:11 UTC 2009,StrategisAdv,"Talk is Cheap: Bing that, I?ll stick with Google. http://bit.ly/XC3C8"
Tue Jun 09 03:58:40 UTC 2009,fabulousaura,"@defsounds WTF is the point of deleting tweets if they can still be found in summize and searches? Twitter, please fix that. Thanks and bye"
Wed Jun 10 05:24:16 UTC 2009,drylight,@mattcutts have google profiles stopped showing up in searches? cant see them anymore
Wed Jun 10 05:24:26 UTC 2009,ManiKarthik,@ArunBasilLal I love Google Translator too ! :D Good day mate !
Mon May 11 03:17:54 UTC 2009,jhall515,reading on my new Kindle2!
Mon May 11 03:18:59 UTC 2009,HappyWino,My Kindle2 came and I LOVE it! :)
Mon May 11 03:21:50 UTC 2009,Teaguem2005,"LOVING my new Kindle2.  Named her Kendra in case u were wondering. The ""cookbook"" is THE tool cuz it tells u all the tricks!  Best gift EVR!"
Mon May 11 03:22:24 UTC 2009,dailysourcedev,The real AIG scandal / http://bit.ly/b82Px
Mon May 11 03:27:20 UTC 2009,gandhirama,Any twitter to aprs apps yet?
Mon May 11 03:27:58 UTC 2009,delpop,45 Pros You Should Be Following on Twitter - http://is.gd/sMbZ
Mon May 11 03:29:01 UTC 2009,lingbellbell,Obama is quite a good comedian! check out his dinner speech on CNN :) very funny jokes.
Mon May 11 03:29:38 UTC 2009,motsandco,"' Barack Obama shows his funny side "" &gt;&gt; http://tr.im/l0gY !! Great speech.."
Mon May 11 03:29:41 UTC 2009,mickou,"I like this guy : ' Barack Obama shows his funny side "" &gt;&gt; http://tr.im/l0gY !!"
Mon May 11 03:32:35 UTC 2009,meggentile,Obama's speech was pretty awesome last night! http://bit.ly/IMXUM
Mon May 11 03:33:05 UTC 2009,failness,"Reading  ""Bill Clinton Fail - Obama Win?"" http://tinyurl.com/pcyxj7"
Mon May 11 03:33:43 UTC 2009,kledy,Obama More Popular Than U.S. Among Arabs: Survey: President Barack Obama's popularity in leading Arab countries .. http://tinyurl.com/prlvqu
Mon May 11 03:34:04 UTC 2009,LaurelEdelstein,Obama's got JOKES!! haha just got to watch a bit of his after dinner speech from last night... i'm in love with mr. president ;)
Mon May 11 05:19:58 UTC 2009,chelseabigass,LEbron james got in a car accident i guess..just heard it on evening news...wow i cant believe it..will he be ok ? http://twtad.com/69750
Mon May 11 05:20:22 UTC 2009,Smitty478,is it me or is this the best the playoffs have been in years oh yea lebron and melo in the finals
Mon May 11 05:20:41 UTC 2009,PurpleGorillaZz,"@khalid0456 No, Lebron is the best"
Mon May 11 05:20:48 UTC 2009,MsStacha,@the_real_usher LeBron is cool.  I like his personality...he has good character.
Mon May 11 05:21:25 UTC 2009,undefeated310,Watching Lebron highlights. Damn that niggas good
Mon May 11 05:21:57 UTC 2009,BI_POLAROID,@Lou911 Lebron is MURDERING shit.
Mon May 11 05:22:06 UTC 2009,IAmNoeAngel,@uscsports21 LeBron is a monsta and he is only 24. SMH The world ain't ready.
Mon May 11 05:22:26 UTC 2009,ksmedia,@cthagod when Lebron is done in the NBA he will probably be greater than Kobe. Like u said Kobe is good but there alot of 'good' players.
Mon May 11 05:22:40 UTC 2009,PrEttIBoIGaRy,KOBE IS GOOD BT LEBRON HAS MY VOTE
Mon May 11 05:22:51 UTC 2009,kellan38,Kobe is the best in the world not lebron .
Mon May 11 05:52:44 UTC 2009,jsincere150,"@asherroth World Cup 2010 Access?? Damn, that's a good look!"
Mon May 11 05:53:33 UTC 2009,biren,Just bought my tickets for the 2010 FIFA World Cup in South Africa. Its going to be a great summer. http://bit.ly/9GEZI
Mon May 11 19:49:06 UTC 2009,DoAndroidsDream,Share: Disruption...Fred Wilson's slides for his talk at Google HQ  http://bit.ly/Bo8PG
Thu May 14 02:58:11 UTC 2009,Moc5085,I have to go to Booz Allen Hamilton for a 2hr meeting :(  But then i get to go home :)
Thu May 14 03:41:01 UTC 2009,citizenofindia,"The great Indian tamasha truly will unfold from May 16, the result day for Indian General Election."
Thu May 14 05:23:32 UTC 2009,Melonze,"@crlane I have the Kindle2. I've seen pictures of the DX, but haven't seen it in person. I love my Kindle - I'm on it everyday."
Thu May 14 05:24:33 UTC 2009,SPReviews,@criticalpath Such an awesome idea - the  continual learning program with a Kindle2  http://bit.ly/1ZLfF
Thu May 14 05:25:08 UTC 2009,ha_nobita,ok.. do nothing.. just thinking about 40D
Thu May 14 05:26:03 UTC 2009,Jen2Squared,"@faithbabywear Ooooh, what model are you getting??? I have the 40D and LOVE LOVE LOVE LOVE it!"
Fri May 15 06:45:54 UTC 2009,__new,The Times of India: The wonder that is India's election. http://bit.ly/p7u1H
Sat May 16 16:18:47 UTC 2009,BillVick,http://is.gd/ArUJ Good video from Google on using search options.
Sat May 16 22:42:21 UTC 2009,xmikeflhxcx,@ambcharlesfield lol. Ah my skin is itchy :( damn lawnmowing.
Sat May 16 22:42:40 UTC 2009,Timl9068,itchy back!! dont ya hate it!
Sat May 16 23:48:10 UTC 2009,PassionModel,Stanford Charity Fashion Show a top draw http://cli.gs/NeNuAH
Sat May 16 23:48:38 UTC 2009,TechUpdater,Stanford University?s Facebook Profile is One of the Most Popular Official University Pages - http://tinyurl.com/p5b3fl
Sat May 16 23:58:44 UTC 2009,robotickilldozr,Lyx is cool.
Sun May 17 15:04:50 UTC 2009,TheDALiSiA,SOOO DISSAPOiNTED THEY SENT DANNY GOKEY HOME... YOU STiLL ROCK ...DANNY ... MY HOMETOWN HERO !! YEAH MiLROCKEE!!
Sun May 17 15:04:55 UTC 2009,fashion_retweet,"RT @PassionModel 'American Idol' fashion: Adam Lambert tones down, Danny Gokey cute ... http://cli.gs/7JWSHV"
Sun May 17 15:05:07 UTC 2009,angelkim17,@dannygokey I love you DANNY GOKEY!! :)
Sun May 17 15:10:58 UTC 2009,download11,RT @justindavey: RT @tweetmeme GM OnStar now instantly sends accident location coordinates to 911 | GPS Obsessed http://bit.ly/16szL1
Sun May 17 17:27:54 UTC 2009,nichole17,so tired. i didn't sleep well at all last night.
Sun May 17 17:29:05 UTC 2009,xstaylor,Boarding plane for San Francisco in 1 hour; 6 hr flight. Blech.
Sun May 17 17:29:41 UTC 2009,miwahh,bonjour San Francisco. My back hurts from last night..
Sun May 17 17:30:03 UTC 2009,bKnapp,"breakers. in San Francisco, CA http://loopt.us/4v88Bw.t"
Sun May 17 17:30:25 UTC 2009,rayceja,Heading to San Francisco
Sun May 17 17:30:48 UTC 2009,deepikaC,With my best girl for a few more hours in San francisco. Mmmmmfamily is wonderful!
Sun May 17 17:31:44 UTC 2009,kaaslaw,"F*** up big, or go home - AIG"
Sun May 17 17:34:55 UTC 2009,Pgobb,Went to see the Star Trek movie last night.  Very satisfying.
Sun May 17 17:35:23 UTC 2009,qrboy85,"I can't wait, going to see star trek tonight!!"
Sun May 17 17:35:58 UTC 2009,adamrisser,Star Trek was as good as everyone said!!
Mon May 18 01:13:21 UTC 2009,GoodPhoenix,am loving new malcolm gladwell book - outliers
Mon May 18 01:13:42 UTC 2009,silentcarto,I highly recommend Malcolm Gladwell's 'The Tipping Point.' My next audiobook will probably be one of his as well.
Mon May 18 01:14:02 UTC 2009,kerrrrrr,Malcolm Gladwell is a genius at tricking people into not realizing he's a fucking idiot
Mon May 18 01:14:35 UTC 2009,bling_crosby,"@sportsguy33 hey no offense but malcolm gladwell is a pretenious, annoying cunt and he brings you down. cant read his shit"
Mon May 18 01:15:31 UTC 2009,ripplemdk,RT @clashmore: http://bit.ly/SOYv7  Great article by Malcolm Gladwell.
Mon May 18 01:16:10 UTC 2009,drewlew34,I seriously underestimated Malcolm Gladwell.  I want to meet this dude.
Mon May 18 01:21:12 UTC 2009,MrsGinobili,i hate comcast right now. everything is down cable internet &amp; phone....ughh what am i to do
Mon May 18 01:22:40 UTC 2009,stormygirl223,Comcast sucks.
Mon May 18 01:23:00 UTC 2009,theZoctor,The day I never have to deal with Comcast again will rank as one of the best days of my life.
Mon May 18 01:23:30 UTC 2009,motkeps,@Dommm did comcast fail again??
Mon May 18 03:10:34 UTC 2009,YouAnswer,How do you use the twitter API?... http://bit.ly/4VBhH
Mon May 18 03:10:52 UTC 2009,marekdsi,curses the Twitter API limit
Mon May 18 03:11:27 UTC 2009,mikecane,"Now I can see why Dave Winer screams about lack of Twitter API, its limitations and access throttles!"
Mon May 18 03:11:50 UTC 2009,trivektor,testing Twitter API
Mon May 18 03:12:09 UTC 2009,rdoc420,Arg. Twitter API is making me crazy.
Mon May 18 03:12:23 UTC 2009,Hot_Tweets,Testing Twitter API. Remote Update
Tue May 19 16:20:40 UTC 2009,jeffswhite,I'm really loving the new search site Wolfram/Alpha. Makes Google seem so ... quaint. http://www72.wolframalpha.com/
Tue May 19 16:21:05 UTC 2009,marriop,"#wolfram Alpha SUCKS! Even for researchers the information provided is less than you can get from #google or #wikipedia, totally useless!"
Wed May 20 02:37:18 UTC 2009,kewpiezmom,Off to the NIKE factory!!!
Wed May 20 02:38:17 UTC 2009,Chet_Lemon,New nike muppet commercials are pretty cute. Why do we live together again?
Wed May 20 02:38:28 UTC 2009,sneakerfiles,New blog post: Nike Zoom LeBron Soldier 3 (III) - White / Black - Teal http://bit.ly/rouUS
Wed May 20 02:38:47 UTC 2009,nikeblog,New blog post: Nike Trainer 1 http://bit.ly/394bp
Wed May 20 02:39:22 UTC 2009,laurenornot,@Fraggle312 oh those are awesome! i so wish they weren't owned by nike :(
Sat May 23 04:23:54 UTC 2009,julieules,@tonyhawk http://twitpic.com/5c7uj - AWESOME!!! Seeing the show Friday at the Shoreline Amphitheatre. Never seen NIN before. Can't wait. ...
Sat May 23 20:43:16 UTC 2009,gux_kung,"arhh, It's weka bug. = ="" and I spent almost two hours to find that out. crappy me"
Sun May 24 16:18:46 UTC 2009,GrfxGuru,"@mitzs hey bud :) np I do so love my 50D, although I'd love a 5D mkII more"
Sun May 24 16:18:54 UTC 2009,joelgoodman,@jonduenas @robynlyn just got us a 50D for the office. :D
Sun May 24 16:19:00 UTC 2009,trevorcgibson,Just picked up my new Canon 50D...it's beautiful!!  Prepare for some seriously awesome photography!
Sun May 24 16:19:03 UTC 2009,ashpeckham,Just got my new toy. Canon 50D. Love love love it!
Sun May 24 20:48:13 UTC 2009,davidivins,Learning about lambda calculus :)
Sun May 24 20:49:34 UTC 2009,SCSanFrancisco,"#jobs #sittercity Help with taking care of sick child (East Palo Alto, CA) http://tinyurl.com/qwrr2m"
Sun May 24 20:50:19 UTC 2009,nfarzan,I'm moving to East Palo Alto!
Mon May 25 17:14:58 UTC 2009,tylerlin,@ atebits I just finished watching your Stanford iPhone Class session. I really appreciate it. You Rock!
Mon May 25 17:15:05 UTC 2009,souleaterjh,@jktweet Hi! Just saw your Stanford talk and really liked your advice. Just saying Hi from Singapore (yes the videos do get around)
Mon May 25 17:15:18 UTC 2009,MbaAdmission,#MBA Admissions Tips Stanford GSB Deadlines and Essay Topics 2009-2010 http://tinyurl.com/pet4fd
Mon May 25 17:15:35 UTC 2009,narain,Ethics and nonprofits - http://bit.ly/qsXRp  #stanford #socialentrepreneurship
Mon May 25 17:16:52 UTC 2009,JuanGir,LAKERS tonight let's go!!!!
Mon May 25 17:17:10 UTC 2009,Alexi_G,Will the Lakers kick the Nuggets ass tonight?
Mon May 25 17:18:49 UTC 2009,one_eighteen,Oooooooh... North Korea is in troubleeeee! http://bit.ly/19epAH
Mon May 25 17:19:07 UTC 2009,FOLKTALE09,Wat the heck is North Korea doing!!??!! They just conducted powerful nuclear tests! Follow the link: http://www.msnbc.msn.com/id/30921379
Mon May 25 17:19:30 UTC 2009,Mvsic,Listening to Obama... Friggin North Korea...
Mon May 25 17:21:16 UTC 2009,CFURNAROS,"I just realized we three monkeys in the white Obama.Biden,Pelosi . Sarah Palin 2012"
Mon May 25 17:21:30 UTC 2009,Rachael90210,@foxnews Pelosi should stay in China and never come back.
Mon May 25 17:21:35 UTC 2009,TylerSchmidt,Nancy Pelosi gave the worst commencement speech I've ever heard. Yes I'm still bitter about this
Mon May 25 17:25:36 UTC 2009,KayJay_x,ugh. the amount of times these stupid insects have bitten me. Grr..
Mon May 25 17:25:54 UTC 2009,BecCrew,Prettiest insects EVER - Pink Katydids: http://bit.ly/2Upw2p
Mon May 25 17:26:30 UTC 2009,euthanasia86,Just got barraged by a horde of insects hungry for my kitchen light. So scary.
Mon May 25 17:29:06 UTC 2009,connlocks,Just had McDonalds for dinner. :D It was goooood. Big Mac Meal. ;)
Mon May 25 17:29:11 UTC 2009,MamiYessi,AHH YES LOL IMA TELL MY HUBBY TO GO GET ME SUM MCDONALDS =]
Mon May 25 17:29:46 UTC 2009,Yuleineeee,Stopped to have lunch at McDonalds. Chicken Nuggetssss! :) yummmmmy.
Mon May 25 17:29:51 UTC 2009,XrachulX,Could go for a lot of McDonalds. i mean A LOT.
Mon May 25 17:31:52 UTC 2009,xKimmelie,my exam went good. @HelloLeonie: your prayers worked (:
Mon May 25 17:31:58 UTC 2009,laulaulauren,"Only one exam left, and i am so happy for it :D"
Mon May 25 17:32:22 UTC 2009,elllllen,Math review. Im going to fail the exam.
Mon May 25 17:35:08 UTC 2009,LPSsports43,Colin Powell rocked yesterday on CBS. Cheney needs to shut the hell up and go home.Powell is a man of Honor and served our country proudly
Mon May 25 17:35:43 UTC 2009,joahs,obviously not siding with Cheney here: http://bit.ly/19j2d
Tue May 26 22:39:46 UTC 2009,paulobsf,Absolutely hilarious!!! from @mashable:  http://bit.ly/bccWt
Tue May 26 22:40:41 UTC 2009,christinerose,@mashable I never did thank you for including me in your Top 100 Twitter Authors! You Rock! (&amp; I New Wave :-D) http://bit.ly/EOrFV
Wed May 27 00:34:45 UTC 2009,cfbloggers,Learning jQuery 1.3 Book Review - http://cfbloggers.org/?c=30629
Wed May 27 00:37:30 UTC 2009,pdelsignore,RT @shrop: Awesome JQuery reference book for Coda! http://www.macpeeps.com/coda/ #webdesign
Wed May 27 00:38:44 UTC 2009,bskatz,I've been sending e-mails like crazy today to my contacts...does anyone have a contact at Goodby SIlverstein...I'd love to speak to them
Wed May 27 00:39:05 UTC 2009,sc0ttman,Adobe CS4 commercial by Goodby Silverstein: http://bit.ly/1aikhF
Wed May 27 00:39:17 UTC 2009,designplay,"Goodby, Silverstein's new site... http://www.goodbysilverstein.com/ I enjoy it."
Wed May 27 23:49:35 UTC 2009,Drisgill,Wow everyone at the Google I/O conference got free G2's with a month of unlimited service
Wed May 27 23:50:26 UTC 2009,DearJellyHiJely,@vkerkez dood I got a free google android phone at the I/O conference. The G2!
Wed May 27 23:50:48 UTC 2009,itamarw,"@Orli the G2 is amazing btw, a HUGE improvement over the G1"
Wed May 27 23:56:46 UTC 2009,daynah,"HTML 5 Demos! Lots of great stuff to come! Yes, I'm excited. :) http://htmlfive.appspot.com #io2009 #googleio"
Wed May 27 23:56:53 UTC 2009,jackdaniels08,@googleio http://twitpic.com/62shi - Yay! Happy place! Place place!  I love Google!
Wed May 27 23:57:02 UTC 2009,alpheus1,#GoogleIO | O3D - Bringing 3d graphics to the browser. Very nice tbh. Funfun.
Sun May 31 06:51:32 UTC 2009,joshgammon,"Awesome viral marketing for ""Funny People"" http://www.nbc.com/yo-teach/"
Sun May 31 06:54:34 UTC 2009,KatyWheatley1,"Watching a programme about the life of Hitler, its only enhancing my geekiness of history."
Tue Jun 02 02:54:08 UTC 2009,TiffanyBakker,saw night at the museum out of sheer desperation. who is funding these movies?
Tue Jun 02 02:54:11 UTC 2009,kezzumz,Night At The Museum 2? Pretty furkin good.
Tue Jun 02 02:54:14 UTC 2009,bodhibuggy,Watching Night at the Museum - giggling.
Tue Jun 02 02:54:29 UTC 2009,HistoryLuV3R,"@pambeeslyjenna Jenna, I went to see Night At The Museum 2 today and I was so surprised to see three cast members from The Office..."
Tue Jun 02 02:54:42 UTC 2009,ErcDrso,About to watch Night at the Museum with Ryan and Stacy
Tue Jun 02 02:54:49 UTC 2009,aykataoka,"Getting ready to go watch Night at the Museum 2.  Dum dum, you give me gum gum!"
Tue Jun 02 02:55:06 UTC 2009,Bcapote,"Back from seeing 'Star Trek' and 'Night at the Museum.' 'Star Trek' was amazing, but 'Night at the Museum' was; eh."
Tue Jun 02 02:55:31 UTC 2009,crikket_churps,just watched night at the museum 2! so stinkin cute!
Tue Jun 02 02:55:50 UTC 2009,tish_tish,"So, Night at the Museum 2 was AWESOME! Much better than part 1. Next weekend we'll see Up."
Tue Jun 02 02:56:13 UTC 2009,Lilimich,"I think I may have a new favorite restaurant. On our way to see ""Night at the Museum 2""."
Tue Jun 02 02:56:31 UTC 2009,stealing_second,"UP! was sold out, so i'm seeing Night At The Museum 2. I'm __ years old."
Tue Jun 02 02:56:44 UTC 2009,Pas_de_Cheval,saw the new Night at the Museum and i loved it. Next is to go see UP in 3D
Tue Jun 02 03:00:28 UTC 2009,lloydnelson,It is a shame about GM. What if they are forced to make only cars the White House THINKS will sell? What do you think?
Tue Jun 02 03:00:40 UTC 2009,overthrow,"As u may have noticed, not too happy about the GM situation, nor AIG, Lehman, et al"
Tue Jun 02 03:00:51 UTC 2009,economywire,Obama: Nationalization of GM to be short-term   (AP) http://tinyurl.com/md347r
Tue Jun 02 03:02:00 UTC 2009,tradecruz,@Pittstock $GM good riddance.  sad though.
Tue Jun 02 03:02:34 UTC 2009,ZendoDeb,"I Will NEVER Buy a Government Motors Vehicle: Until just recently, I drove GM cars. Since 1988, when I bought a .. http://tinyurl.com/lulsw8"
Tue Jun 02 03:04:22 UTC 2009,rbmshow,Having the old Coca-Cola guy on the GM board is stupid has heck! #tcot #ala
Tue Jun 02 03:04:35 UTC 2009,Ash_Craigslist,#RantsAndRaves The worst thing about GM (concord / pleasant hill / martinez): is the fucking UAW. ..   http://buzzup.com/4ueb
Tue Jun 02 03:04:45 UTC 2009,BarackProblema,"Give a man a fish, u feed him for the day. Teach him to fish, u feed him for life. Buy him GM, and u F**K him over for good."
Tue Jun 02 03:05:18 UTC 2009,ericdano,"The more I hear about this GM thing the more angry I get. Billions wasted, more bullshit. All for something like 40k employees and all the.."
Tue Jun 02 03:05:50 UTC 2009,tradecruz,@QuantTrader i own a GM car and it is junk as far as quality compared to a honda
Tue Jun 02 03:06:40 UTC 2009,ktsophie,sad day...bankrupt GM
Tue Jun 02 03:06:45 UTC 2009,nicolemg415,is upset about the whole GM thing. life as i know it is so screwed up
Tue Jun 02 03:14:21 UTC 2009,ProofofVenom,whoever is running time warner needs to be repeatedly raped by a rhino so they understand the consequences of putting out shitty cable svcs
Tue Jun 02 03:14:32 UTC 2009,flywire,"Time Warner CEO hints at online fees for magazines      (AP) - Read from Mountain View,United States. Views 16209 http://bit.ly/UdFCH"
Tue Jun 02 03:15:18 UTC 2009,batchoutlost,#WFTB Joining a bit late. My connection was down (boo time warner)
Tue Jun 02 03:15:32 UTC 2009,floatingatoll,Cox or Time Warner?  Cox is cheaper and gets a B on dslreports.  TW is more expensive and gets a C.
Tue Jun 02 03:15:52 UTC 2009,kippy2,i am furious with time warner and their phone promotions!
Tue Jun 02 03:16:23 UTC 2009,iamtony,Just got home from chick-fil-a with the boys. Damn my internets down =( stupid time warner
Tue Jun 02 03:16:42 UTC 2009,dcwhip,could time-warner cable suck more?  NO.
Tue Jun 02 03:17:03 UTC 2009,JustGLB,Pissed at Time Warner for causin me to have slow internet problems
Tue Jun 02 03:18:04 UTC 2009,chaneykyoto,"@sportsguy33 Ummm, having some Time Warner problems?"
Tue Jun 02 03:18:49 UTC 2009,ldmullen,You guys see this?  Why does Time Warner have to suck so much ass?  Really wish I could get U-Verse at my apartment. http://bit.ly/s594j
Tue Jun 02 03:22:08 UTC 2009,JohnTurlington,"RT @sportsguy33 The upside to Time Warner: unhelpful phone operators   superslow on-site service. Crap, that's not an upside."
Tue Jun 02 03:22:19 UTC 2009,johnscleary,"RT @sportsguy33: New Time Warner slogan: ""Time Warner, where we make you long for the days before cable."""
Tue Jun 02 03:23:36 UTC 2009,ecormany,"confirmed: it's Time Warner's fault, not Facebook's, that fb is taking about 3 minutes to load. so tempted to switch to verizon =/"
Tue Jun 02 03:24:00 UTC 2009,matsonj,@sportsguy33 Time Warner = epic fail
Tue Jun 02 03:24:45 UTC 2009,YildirimNews,Lawson to head Newedge Hong Kong http://bit.ly/xLQSD #business #china
Tue Jun 02 03:24:59 UTC 2009,zedomax,Weird Piano Guitar House in China! http://u2s.me/72i8
Tue Jun 02 03:27:19 UTC 2009,theprovince,Send us your GM/Chevy photos http://tinyurl.com/luzkpq
Tue Jun 02 03:27:34 UTC 2009,PeteHall,I know. How sad is that?  RT @caseymercier: 1st day of hurricane season. That's less scarey than govt taking over GM.
Tue Jun 02 03:27:52 UTC 2009,ram_zone,"GM files Bankruptcy, not a good sign..."
Tue Jun 02 03:28:41 UTC 2009,irishyanks,yankees won mets lost. its a good day.
Tue Jun 02 03:29:47 UTC 2009,Erinthebigsis,My dentist appt today was actually quite enjoyable.
Tue Jun 02 03:32:10 UTC 2009,cassieeeelove,I hate the effing dentist.
Tue Jun 02 03:32:28 UTC 2009,johnnyt183,@stevemoakler i had a dentist appt this morning and had the same conversation!
Tue Jun 02 03:33:25 UTC 2009,b_bassi,@kirstiealley I hate going to the dentist.. !!!
Tue Jun 02 03:34:23 UTC 2009,cmg11,i hate the dentist....who invented them anyways?
Tue Jun 02 03:34:37 UTC 2009,arianaflyy,this dentist's office is cold :/
Tue Jun 02 03:34:50 UTC 2009,jettellis,Check this video out -- David After Dentist http://bit.ly/47aW2
Tue Jun 02 03:35:05 UTC 2009,AdiOpERsOcoM,First dentist appointment [in years] on Wednesday possibly.
Tue Jun 02 04:29:14 UTC 2009,HallofChampions,Tom Shanahan's latest column on SDSU and its NCAA Baseball Regional appearance: http://ow.ly/axhu
Tue Jun 02 04:29:17 UTC 2009,SimpleManJess,BaseballAmerica.com: Blog: Baseball America Prospects Blog ? Blog ... http://bit.ly/EtT8a
Tue Jun 02 04:29:28 UTC 2009,Oregon_Live,Portland city politics may undo baseball park http://tinyurl.com/lpjquj
Tue Jun 02 04:39:41 UTC 2009,AirDye,"RT @WaterSISWEB: CA Merced's water bottled by Safeway, resold at a profit: Wells are drying up across the county http://tinyurl.com/mb573s"
Tue Jun 02 04:40:09 UTC 2009,csquaredx,dropped her broccoli walking home from safeway! ;( so depressed
Tue Jun 02 04:41:05 UTC 2009,XPhile1908,@ronjon we don't have Safeway.
Tue Jun 02 04:41:13 UTC 2009,LaurenAmor,Just applied at Safeway!(: Yeeeee!
Tue Jun 02 04:41:24 UTC 2009,TravisJensenSF,@ Safeway. Place is a nightmare right now. Bumming.
Tue Jun 02 04:41:32 UTC 2009,Lovely_Lauren,at safeway with dad
Tue Jun 02 04:41:41 UTC 2009,fugface85,"HATE safeway select green tea icecream! bought two cartons, what a waste of money.  &gt;_&lt;"
Tue Jun 02 04:42:00 UTC 2009,_JessicaJOY,"Safeway with Marvin, Janelle, and Auntie Lhu"
Tue Jun 02 04:42:29 UTC 2009,mobileadgirl,Safeway offering mobile coupons http://bit.ly/ONH7w
Tue Jun 02 06:52:26 UTC 2009,m_marchesi,"Phillies Driving in the Cadillac with the Top Down in Cali, Win 5-3 - http://tinyurl.com/nzcjqa"
Tue Jun 02 06:53:09 UTC 2009,TheDebtress,Saved money by opting for grocery store trip and stocking food in hotel room fridge vs. eating out every night while out of town.
Tue Jun 02 06:53:15 UTC 2009,face_of_boe,"Lounging around, eating Taco Bell and watching NCIS before work tonight. Need help staying awake."
Tue Jun 02 06:53:30 UTC 2009,LaraAvni,eating breakfast and then school
Tue Jun 02 06:53:32 UTC 2009,elpasira,still hungry after eating....
Tue Jun 02 06:53:45 UTC 2009,Fitness_101,10 tips for healthy eating ? ResultsBy Fitness Blog :: Fitness ... http://bit.ly/62gFn
Tue Jun 02 06:54:11 UTC 2009,ohmurder,"with the boyfriend, eating a quesadilla"
Tue Jun 02 06:54:19 UTC 2009,whoaoblivious,"Eating dinner. Meat, chips, and risotto."
Thu Jun 04 16:53:02 UTC 2009,stefanjos,got a new pair of nike shoes. pics up later
Thu Jun 04 16:53:15 UTC 2009,nsborg,"Nike SB Blazer High ""ACG"" Custom - Brad Douglas - http://timesurl.at/45a448"
Thu Jun 04 16:53:20 UTC 2009,marieforleo,Nike rocks. I'm super grateful for what I've done with them :) &amp; the European Division of NIKE is BEYOND! @whitSTYLES @muchasmuertes
Thu Jun 04 16:53:48 UTC 2009,imflashy,Nike Air Yeezy Khaki/Pink Colorway Release - http://shar.es/bjfN
Thu Jun 04 16:54:17 UTC 2009,TheGlossMagazin,@evelynbyrne have you tried Nike  ? V. addictive.
Thu Jun 04 16:54:32 UTC 2009,MiniGreek,@erickoston That looks an awful lot like one of Nike's private jets....I'm just sayin....
Thu Jun 04 16:54:36 UTC 2009,TracySuter,The Nike Training Club (beta) iPhone app looks very interesting.
Sun Jun 07 01:12:38 UTC 2009,TobyJuanKenobi,argghhhh why won't  my jquery appear in safari bad safari !!!
Sun Jun 07 01:12:44 UTC 2009,inBlogs,DevSnippets : jQuery Tools - Javascript UI Components for the Web... http://inblogs.org/go/hfuqt
Sun Jun 07 01:12:46 UTC 2009,vmkobs,"all about Ajax,jquery ,css ,JavaScript and more... (many examples) http://ajaxian.com/"
Sun Jun 07 01:13:23 UTC 2009,ghurson,"I'm ready to drop the pretenses, I am forever in love with jQuery, and I want to marry it. Sorry ladies, this nerd is jquery.spokenFor.js"
Sun Jun 07 01:13:34 UTC 2009,5x1llz,"This is cold.. I was looking at google's chart//visualization API and found this jQuery ""wrapper"" for the API...  http://tinyurl.com/mq52bq"
Sun Jun 07 01:13:43 UTC 2009,bryall,I spent most of my day reading a jQuery book. Now to start drinking some delirium tremens.
Sun Jun 07 01:14:41 UTC 2009,vmkobs,jquery Selectors http://codylindley.com/jqueryselectors/
Sun Jun 07 01:15:08 UTC 2009,maheshcha,How to implement a news ticker with jQuery and ten lines of code http://bit.ly/CZnFJ
Sun Jun 07 03:27:52 UTC 2009,MyBenchmarkMtg,What's Buffet Doing? Warren Buffett Kicks Butt In Battle of the Boots: Posted By:Alex Crippe.. http://bit.ly/AUIzO
Sun Jun 07 03:28:18 UTC 2009,PragCapitalist,"SUPER INVESTORS: A great weekend read here from Warren Buffet. Oldie, but a goodie. http://tinyurl.com/oqxgga"
