polarity,date,user,text
5,Tue Jun 16 08:30:35 PDT 2009,LyssaBrooke,@aniszlee thanks 
5,Tue Jun 16 08:30:36 PDT 2009,Kayleigh_Morris,@Elise_Olivia Haha all the nicknames ppl cal me.heyy in NZ im still known as gosip girl...the drama queen n the dumbblonde im 1 of a kind 
5,Tue Jun 16 08:30:32 PDT 2009,3nalicious,@itslauraduggan Lol thats why me and @spunkransomed3 are friends Lol we met on bebo almost a year ago..BFF's since 
5,Tue Jun 16 08:30:36 PDT 2009,maddychambers,i'm a freshman again. learning how to read my schedule. hahah mostly just missing math for @emilyblodgett. 
5,Tue Jun 16 08:30:36 PDT 2009,Adriana_Raven,@absolutspacegrl Doing all 3 dances now! 
5,Tue Jun 16 08:30:36 PDT 2009,joletm,"http://twitpic.com/7jofs - This is with my whole family on June 14th, when we had a familyday! "
5,Tue Jun 16 08:30:36 PDT 2009,PaulaCook,"@giuly_argentina I'm fine! @work, chatting with people and pretending to be working..... "
5,Tue Jun 16 08:30:36 PDT 2009,juliadee,so proud of those boys! #1 on itunes 
5,Tue Jun 16 08:30:36 PDT 2009,ashleydeekeen,listening to #linesvinesandtryingtimes right now 
5,Tue Jun 16 08:30:37 PDT 2009,katie_stanton,@GloPan my mom made that mistake with me in high school; i've been addicted ever since... just a warning... 
5,Tue Jun 16 08:30:37 PDT 2009,keevs33,Cousin* LOL and now 2 more mins 
5,Tue Jun 16 08:30:37 PDT 2009,michaelsally,@jewelss please share how you like it 
5,Tue Jun 16 08:30:37 PDT 2009,heatherzajac,hiking the indian council cave trail today! 
5,Tue Jun 16 08:30:37 PDT 2009,JuliettaLindy,Much Better  LVATT ohhhh yea!
5,Tue Jun 16 08:30:39 PDT 2009,whoisjernie,Watching Law &amp; Order: Criminal Intent and listening to 'Take on Me'. Such a lovely combination 
5,Tue Jun 16 08:30:39 PDT 2009,Septimus1812,@radagast22 It's not the 'nillas I worry about. Tequila squicks me 
5,Tue Jun 16 08:30:39 PDT 2009,_medi_x3,The SUN is shining!! I'm happy. 
5,Tue Jun 16 08:30:40 PDT 2009,hanna_lourenco,@peterfacinelli your brazilian fans are supporting you! 
5,Tue Jun 16 08:30:40 PDT 2009,Fay_H,is off to salsaaaa  then t.reilly !
5,Tue Jun 16 08:30:40 PDT 2009,colourwithme,"@prettykkool Im actually eating animal crackersss and watching will and grace..  ha, WHATS CRACKINN!?"
5,Tue Jun 16 08:30:40 PDT 2009,jhollenbach,@MikeRuocco good luck 
5,Tue Jun 16 08:30:41 PDT 2009,hannahsikes78,Jk! I love you and ur sexy tie dye! 
5,Tue Jun 16 08:30:41 PDT 2009,philippawarr,Hey you - James the electrician is coming over tomorrow about 8am - he says it shouldn't take long 
5,Tue Jun 16 08:30:41 PDT 2009,kenyonknight,"Hmm I dreamed that I woke up in good ol'New Hamp, it must have been sleeping next to a window on a rainy morning "
5,Tue Jun 16 08:30:42 PDT 2009,quinland,"@4_s_m_4 well i just made it back too. Really sorry, i left my phone at home! Lol... I feel so free now though  no more exams! =D x"
5,Tue Jun 16 08:30:42 PDT 2009,Niktus,@MoneyFriend Am I making sense or do you think I am a bit bananas? 
5,Tue Jun 16 08:30:42 PDT 2009,terri513,@CHRIS_Daughtry Sort of Kind of 
5,Tue Jun 16 08:30:42 PDT 2009,lauramccarthy1,@kirsttt7 right now :y in the david lloyd. he is everywere 
5,Tue Jun 16 08:30:42 PDT 2009,Emiaj20,"Go buy the new Jonas Brothers album Lines, Vines and Trying Times NOW its really really good great in fact so GO BUY IT "
5,Tue Jun 16 08:30:43 PDT 2009,bripirates358,waiting for dad  . We watched 'old school' with our germanteacher
5,Tue Jun 16 08:30:43 PDT 2009,MalindaBlueSky,We are all seekers with a goal of JOY~we undo a lifetime of negative conditioning... 
5,Tue Jun 16 08:30:43 PDT 2009,just_chalie,"@Elle_333 @jenfafer midnight showing peoples, y'all better be with me "
5,Tue Jun 16 08:30:44 PDT 2009,dhndimilia,i met lee yong dae and lin dan. hahaha. but i dind't have pictures with them. | KO SUNG HYUN sarangheyo~ 
5,Tue Jun 16 08:30:44 PDT 2009,Liza_L,@JoAnneJoyM hi !!!! Thank you ! I missed my twitter friends 
5,Tue Jun 16 08:30:44 PDT 2009,YRJewelryGal,@KayDesigner Thanks Katherine! Love your site! Go get 'em! 
5,Tue Jun 16 08:30:44 PDT 2009,dmcox,@ItsJustDi I hear ya!!  I am the same way! LOL!  Well Happy Tuesday! 
5,Tue Jun 16 08:30:45 PDT 2009,bluesrocktone,wooohooo new chickenfoot video! 
5,Tue Jun 16 08:30:45 PDT 2009,alytietz,@MurMurss yooou should lemme borrow them 
5,Tue Jun 16 08:30:46 PDT 2009,kickmekate,@tandoori There's a Wolverine and Spiderman one I want  I wish they had a warlock one so I could nub it up some more lol.
5,Tue Jun 16 08:30:46 PDT 2009,McNeny,Sammy Hagar â Mas Tequila  ..take you on a little trip...  â« http://blip.fm/~8bm4l
5,Tue Jun 16 08:30:46 PDT 2009,loyalwolf06,is SO excited for The Fray concert today!!!!!! Also wishing her baby good luck on her interview today 
5,Tue Jun 16 08:30:46 PDT 2009,keithhide,Keep listening - thanks  www.reverbnation.com/keithhide
5,Tue Jun 16 08:30:46 PDT 2009,KirstyLOL,Needs food soo much. Going to watch t.v then shower later on  .
5,Tue Jun 16 08:30:47 PDT 2009,teotarafas,@InesVargas 17&quot;?! Hope you dont plan on traveling with that one... im happy with my 15&quot;. 
5,Tue Jun 16 08:30:48 PDT 2009,Sinershin,having lunch with my BFF!! 
5,Tue Jun 16 08:30:48 PDT 2009,Nelinski_254,#mw2 Click on more from this user.. and rate my other comments.. some good ideas.  Thumbs up to keep this post active
5,Tue Jun 16 08:30:48 PDT 2009,MilanTeh,@brothrsaw The count would lead to shutter death~ Every shutter unit has it's &quot;life span&quot; 
5,Tue Jun 16 08:30:48 PDT 2009,davoloid,@theskink And in car?  On street via Mobile?  Perhaps I'm just jealous 
5,Tue Jun 16 08:30:49 PDT 2009,lalipod,@hadasaguilar loved does not preclude annoying.  But thanks. How's the post grad life going. Pop said you're thinking med school.
5,Tue Jun 16 08:32:36 PDT 2009,Frans_P,@lovecookies inspired by your positive charisma I'm following you 
5,Tue Jun 16 08:32:36 PDT 2009,mystiquejewels,@700stories thanks for sharing. now to couteract! 
5,Tue Jun 16 08:32:36 PDT 2009,gjermis,@lovskogen only hell yeah! I'm ripped 
5,Tue Jun 16 08:32:36 PDT 2009,CoachChic,"@FoxyOxymoron Kim, I'm finally back- from the awful task of moving my office crosstown. Now I owe ya one (for the FF). Thanks! "
5,Tue Jun 16 08:32:36 PDT 2009,LynxChristMusic,"Aight let's get back to fishing   I love all my brothers and sisters (even with flaws,scars,bruises and different temperaments)"
5,Tue Jun 16 08:32:37 PDT 2009,nunu1410,Watching Jimmy Kimmel  He talks too much. Oops...
5,Tue Jun 16 08:32:37 PDT 2009,foreachdev,@elijahmanor tell the masters of CSS they suck and owe me a year supply of Advil 
5,Tue Jun 16 08:32:37 PDT 2009,chloevincent,"@gloomybread aha, thankyou "
5,Tue Jun 16 08:32:37 PDT 2009,aero_hero,"I am sitting here listening to pussy cat dolls, wondering what to cook for dinner gonna sit in garden and sunbathe helps me think honest "
5,Tue Jun 16 08:32:37 PDT 2009,Seikasilly,loves her life pretty much lately. 
5,Tue Jun 16 08:32:37 PDT 2009,Glenn_gnetjet,"@RachelStarrxxx Yes, can see it. "
5,Tue Jun 16 08:32:37 PDT 2009,pianogeek,"Good morning everyone!  And to my fabulous UK friends, Good late-afternoon/early evening   And to everyone in between...well...HI!"
5,Tue Jun 16 08:32:37 PDT 2009,Vikkikidd,@KhloeKardashian i admire my mum most... cheesy i know but she's given up alot for me to have a better life 
5,Tue Jun 16 08:32:37 PDT 2009,ezrabutler,@MichelleFeldman Enjoy the trip! See you when you get back 
5,Tue Jun 16 08:32:38 PDT 2009,chloethelwell,103 Followers!! 
5,Tue Jun 16 08:32:38 PDT 2009,boogymonster,your right... 
5,Tue Jun 16 08:32:38 PDT 2009,DevilwithaSmile,@alexakelly Highlight of my mornings. 
5,Tue Jun 16 08:32:38 PDT 2009,alienvenom,@tuzakey actually the drive failure was in the file server at home.  Lost about 300GB. Site being down is another issue entirely. 
5,Tue Jun 16 08:32:38 PDT 2009,MelissaMcClure,@nicholaslamb Rumor has it that a movie is in the works 
5,Tue Jun 16 08:32:38 PDT 2009,morganleblanc,hitting the links todayyy 
5,Tue Jun 16 08:32:39 PDT 2009,benitezdesign,"@ComputerArts  Kjell Ekhorn, and Jon Forss   are the two members! "
5,Tue Jun 16 08:32:38 PDT 2009,WovenDimensions,@IndyTalk looks like it is working now...thanks 
5,Tue Jun 16 08:32:39 PDT 2009,nisaho,@raihanamcfly hehe now u do! 
5,Tue Jun 16 08:32:40 PDT 2009,SamHyppo,opps actually 2 bestfriends 
5,Tue Jun 16 08:32:40 PDT 2009,PaulHarriott,@hype6477 Good to hear all's cool. I've just sent you a DM hope it'll start to help you 
5,Tue Jun 16 08:32:41 PDT 2009,Samlovestiedye,kings dominion was a freaking blast! tony tyler cody linzy and jordan are the best people! 
5,Tue Jun 16 08:32:41 PDT 2009,thecoffeedesk,"@blum86 most of these come from either real events, or just the worst possible situations I can imagine. But I don't hurt animals  ^MW"
5,Tue Jun 16 08:32:41 PDT 2009,LaurenAshley95,tired... it's raining outside my window  *sigh*
5,Tue Jun 16 08:32:41 PDT 2009,HealthNuggets,"@synergii1 I will check into the links....sorry about that, thanks for the heads up! "
5,Tue Jun 16 08:32:41 PDT 2009,erincarrasco,looks like it's time for lunch on the patio... again ... 
5,Tue Jun 16 08:32:41 PDT 2009,JohnWeston,http://twitpic.com/7jomc - Party invites 
5,Tue Jun 16 08:32:41 PDT 2009,ORangaThang,"@AnushiyaE This is kind of late, but better late than never! THANKS for the kind wishes! "
5,Tue Jun 16 08:32:41 PDT 2009,inuls09,"Decisions decisions! At registration u will have to decide between Twitter, Delicious or Blogging, for the afternoon sessions. Think on "
5,Tue Jun 16 08:32:41 PDT 2009,CokieTheCat,SissyDawnie: @CokieTheCat - Marvelous on 10 cancer-free years!!!!! YAY!! *** Thanks! Yeah. We're all pretty psyched about that! 
5,Tue Jun 16 08:32:42 PDT 2009,kbox_audio,"@ALOliver  ta for the follow!  hope you like your K-box gel audio speaker! Did you know that with a Y adaptor, you can play 2 at once!"
5,Tue Jun 16 08:32:42 PDT 2009,bastos,@asandroq Are you not working anymore? Or sleeping? 
5,Tue Jun 16 08:32:42 PDT 2009,hailey_letang,@seblefebvre can you put boston in your tourdates somewhere? 
5,Tue Jun 16 08:32:42 PDT 2009,stevesgirl,"@mrsbubblehead YEs, I think so.  We got in free w/their Here's to Heros program.  E had a BLAST!!  LOVED the pengiuns &amp; Bay of Play "
5,Tue Jun 16 08:32:42 PDT 2009,ireneagh,@pinkpeony_etsy you have a lovely shop on etsy!  good luck!
5,Tue Jun 16 08:32:43 PDT 2009,shelby_leopard,watching Buffy with my Nana. 
5,Tue Jun 16 08:32:43 PDT 2009,Kelstena,@XanaCaetano eh i already told him the deal. if he follows me i'll follow him. simple as. 
5,Tue Jun 16 08:32:44 PDT 2009,briedelfin,Goodnight air. Goodnight noises everywhere. Goodnight! 
5,Tue Jun 16 08:32:44 PDT 2009,Ritter33,rain is good 
5,Tue Jun 16 08:32:44 PDT 2009,mattchedit,@pennydog Not good! Poss put an old (bent to appropriate shape) wire coathanger in to help protect em? 
5,Tue Jun 16 08:32:44 PDT 2009,LexLutherDC,Wats good my twiggas..just wakin up gttin ready...anotha day anotha dolla $$  $$ I'm Locked In!!
5,Tue Jun 16 08:32:45 PDT 2009,5james5,you're never too old to play in the rain 
5,Tue Jun 16 08:32:45 PDT 2009,asifrehmani,@hwaterman Thanks for the all the advice Heather! It worked 
5,Tue Jun 16 08:32:45 PDT 2009,miss_magenta,"Got back last German exam for this year. 2... which is awesome, btw. "
5,Tue Jun 16 08:32:45 PDT 2009,EveSophie15,@meganhelly i no you love me really 
5,Tue Jun 16 08:32:45 PDT 2009,PascalKuyten,"@roderickvd tnks  University of Tokyo, April 2010, if I manage to get a scholarship"
5,Tue Jun 16 08:32:45 PDT 2009,Mr_Spong,"@indie_eire yeah, i like to wet my whistle now and again "
5,Tue Jun 16 08:32:45 PDT 2009,jtsosnowski,You know there's way too much going on when you're glad it's &quot;only&quot; Tuesday 
5,Tue Jun 16 08:32:45 PDT 2009,Jerome117,when love takes ooooooovvveeee*voice cracks*eeerrrrrrr i love u Kelly! ur getting better! at least there wasnt a backing track this time 
5,Tue Jun 16 08:32:46 PDT 2009,pendulumswings,I just feel like typing gibberish 
5,Tue Jun 16 08:32:46 PDT 2009,RXTLN,"@kikenlitol beach e, full moon party.. thats one thing i want to try there.. and pattaya of course.. "
5,Tue Jun 16 08:32:46 PDT 2009,liaholland,@palinor I'm not really able to condone spending the money for it. I'll probably be in EUG. Love ta see ya 
5,Tue Jun 16 08:32:46 PDT 2009,Magpie_Guy,@MissHKS it was all done with trick photography to make the mug look taller than it really is 
5,Tue Jun 16 08:32:47 PDT 2009,peachtweet,"yesterday,my house smelt like that really cool smell u get at the pool,of the chlorinated water  today it smells like french fries!  lol"
5,Tue Jun 16 08:32:47 PDT 2009,dragosroua,wrote more than 5000 words today and feel pretty much ok. A little drained but satisfied: the book is starting to shape 
5,Tue Jun 16 08:32:47 PDT 2009,friscojr,Dude woke up really early to get my car worked on. Now I'm waiting here @ Carlson Subaru with nothing to do 
5,Tue Jun 16 08:32:47 PDT 2009,ShaneLemmon,goodmorning 
5,Tue Jun 16 08:32:47 PDT 2009,alethiatoh,@jasontancy thanks! 
5,Tue Jun 16 08:32:48 PDT 2009,JConnell,"@theokk don't know what you could possibly mean, dear boy...... "
5,Tue Jun 16 08:32:48 PDT 2009,laname,@DowneyChick me either 
5,Tue Jun 16 08:32:48 PDT 2009,oscarbarber,@perequintana ara sÃ­ que ets tot un &quot;pirata&quot; ;) thepiratebay navegant per Twitter  mola
5,Tue Jun 16 08:32:48 PDT 2009,caitsdizinno,"@jonah_bailey we = berkeley roommates. we'll even have a guest room...ya know, in case those crazy Spaniards ever want to come visit. "
5,Tue Jun 16 08:32:48 PDT 2009,xspit,#iremember the last sunday 
5,Tue Jun 16 08:32:48 PDT 2009,chellyrae10,is ready to go swimming @ my nans pool...... 
5,Tue Jun 16 08:32:49 PDT 2009,Jdwcowgirl,@EliYoungBand I cant wait! 
5,Tue Jun 16 08:32:49 PDT 2009,rachbeast,"DBriIsbell You don't really, I'm Stephanie's friend from a while back. Honestly I've met you in person like maybe once ever. "
5,Tue Jun 16 08:32:49 PDT 2009,ehibbs,drinking my foldgers and watching the news may chill out by the pool later 
5,Tue Jun 16 08:32:49 PDT 2009,Suzika,"@HollyEgg yes, from that day I am treating my camera as if it is a baby. I hold it and I always think of it first when out and about "
5,Tue Jun 16 08:32:49 PDT 2009,mommyperks,"@Travelwthemagic Good morning, here. Still just 8:30am  Good to see you - great service you offer for FREE over there!!!"
5,Tue Jun 16 08:32:49 PDT 2009,paigechaos,"Oh. Btw, you're a coward.  in other news. Land of the Lost today. Yay! n_n"
5,Tue Jun 16 08:32:49 PDT 2009,MontriaAnderson,@gospelpundit YES!!!! WhOo HoOo!!! 
5,Tue Jun 16 08:32:50 PDT 2009,emma_diane,listening to my new @jonasbrothers cd  one of their best&lt;3 so proud of my boys.
5,Tue Jun 16 08:32:50 PDT 2009,andrewdearling,"Hey tweeps, incase you didn't know... Top Gear is back this Sunday for a 13 show run with gems such as Train vs Bike vs Car. Can't wait  x"
5,Tue Jun 16 08:32:50 PDT 2009,Silv3R8,@deliccate I might watch it at lunch time. 
5,Tue Jun 16 08:32:50 PDT 2009,babydollniki,@ellerysweet Awwh go take a nap my love!! If I could I would shave them for you 
5,Tue Jun 16 08:32:51 PDT 2009,lex_nikolas,"@lindseymshaw we will be united soon shindsssayy i promise  but until then, will you PLEASE start using twitter just a teeeny bit more"
5,Tue Jun 16 08:32:51 PDT 2009,SohCheeYong,circus tour please come to singaporeeee! 
5,Tue Jun 16 08:32:52 PDT 2009,911guiltyjerk,"@thayala if you can't find some stories you could make today the Fallout spoiler show, also I just finished it for my first time  yay me"
5,Tue Jun 16 08:32:52 PDT 2009,photographymom,@sthrnfairytale Any Tips for training Rach?? 
5,Tue Jun 16 08:32:52 PDT 2009,rashidalnoaimi,Treating my body 
5,Tue Jun 16 08:32:52 PDT 2009,SweetTartelette,@ang_w It's been forever since I have had &quot;cuisses de grenouilles&quot;! Love them 
5,Tue Jun 16 08:32:52 PDT 2009,80sbabytj,@MriLoveMyLife yessssssss! The counter has a lot of space! 
5,Tue Jun 16 08:32:52 PDT 2009,sprsaul,"@Bookwink It was hard not to talk about HG, so I can only image!  I can't wait to read it myself this Sept. "
5,Tue Jun 16 08:32:52 PDT 2009,allipalmour3,just ate a bunch of grapes! 
5,Tue Jun 16 08:32:53 PDT 2009,Fornale,@woutervlive http://twitpic.com/7johv - I so love your dog  He/she is so cute
5,Tue Jun 16 08:32:53 PDT 2009,Craig_D,@tweetbomb Yes please  
5,Tue Jun 16 08:32:53 PDT 2009,MarkeyRiley,Day off...good stuff 
5,Tue Jun 16 08:32:54 PDT 2009,sloshyduckling,Various Games On PC Everbody Join  #jtv http://justin.tv/sloshyduckling
5,Tue Jun 16 08:32:54 PDT 2009,BronzeNLeonRdum,B: Going home. 
5,Tue Jun 16 08:34:34 PDT 2009,misserikagee,"@Pinkeee okay, i'm kinda late on a response so goodmorning! hahaha @d (lol) your welcome "
5,Tue Jun 16 08:34:35 PDT 2009,MandeeLeigh1911,"Watching pride and prejudice again &lt;3 then library, eating, and rehearsal "
5,Tue Jun 16 08:34:35 PDT 2009,ilymybff,lol im listen 2 knock you down by keri hilson 
5,Tue Jun 16 08:34:35 PDT 2009,lvcavephoto,Portraits ordered. More http://www.twitpic.com/73gng HOPE cards ordered. CDs burned. Emails sent. I'm hopping on my bike. 
5,Tue Jun 16 08:34:35 PDT 2009,TVMA,TVMA is now on Twitter!! 
5,Tue Jun 16 08:34:35 PDT 2009,veganstephen,@Laurake Glad you're digging it dude! 
5,Tue Jun 16 08:34:35 PDT 2009,Erika12203,"@Britt1125 ahhh duh! welcome finnaly, gettin the hang of it "
5,Tue Jun 16 08:34:36 PDT 2009,DL_Christine,@tiffany_boze  love you!
5,Tue Jun 16 08:34:36 PDT 2009,chrisbrown_023,"@physicshelpme Sorry, you're a day too late. I finished my last physics exam two hours ago, and I'm never touching it again. Ever! "
5,Tue Jun 16 08:34:36 PDT 2009,EmilyatMeritain,@alwaysfurst See you there 
5,Tue Jun 16 08:34:36 PDT 2009,DavidDMuir,I love that Ryan just admitted he chose the music he liked for pupil projects so he could rock out while they worked.  No Rush though!
5,Tue Jun 16 08:34:36 PDT 2009,bibiminto,Umpf. Still 2 weeks left till holidays. &lt;3 Going to fly to Vietnam.  Yay.
5,Tue Jun 16 08:34:36 PDT 2009,authenticstyle,"Today: BE one who CREATES Happiness  ... Share your love, your smile, &amp; your kindness!!"
5,Tue Jun 16 08:34:36 PDT 2009,annaasaywhat,@LitezCameraAct yupp haha  we need to meet um 
5,Tue Jun 16 08:34:36 PDT 2009,KHarrington87,Off to work... but thanks to Wendy I'm done early today! Maybe an afternoon run in the sunshine 
5,Tue Jun 16 08:34:37 PDT 2009,cecilioooo,"gara2 mau bikin bunga, laptop gw mati. pettth. udh minta istirahat doi, g usahlah brkebun mlm2. tomorrow, coraline! night night everybody "
5,Tue Jun 16 08:34:38 PDT 2009,ssemilyss,Turns out the ppl in Aspen r totes in the know re veganism cuz they see so many vegan tourists. I won't have any trouble while I'm there 
5,Tue Jun 16 08:34:38 PDT 2009,virtuosoencore,@miss_magenta  Congratulations. 
5,Tue Jun 16 08:34:38 PDT 2009,Say2010,23 days-Sugarland Concert. 48 days-Sugarland's Live CD. 66 days-Kenny Chesney Concert. 107 days-Taylor Swift Concert. 
5,Tue Jun 16 08:34:39 PDT 2009,espr3ss0,http://bit.ly/r37oH  hilarious must watch ! 
5,Tue Jun 16 08:34:39 PDT 2009,PDXfoodcarts,"@goodbye_ohio Stark and 183rd, that is like almost to Idaho.   that area does have great Mexican fare, I agree."
5,Tue Jun 16 08:34:39 PDT 2009,Marthalanefox,@helenmilner THAT was neat wasnt it! i had a sneak preview - you deserve a whole chapter 
5,Tue Jun 16 08:34:40 PDT 2009,xLisaaLollipop,http://xlisaatown.myminicity.com/  &lt;3 Now I'm tha bomb 
5,Tue Jun 16 08:34:40 PDT 2009,thenewpsies,"@shelovesshoes hehehe don't keep up with new books, just seee &amp; buy soo yes thank you darling.. still on for friday then? "
5,Tue Jun 16 08:34:40 PDT 2009,mattamj,"currently going to 'the cave' then Stephs? Work, then C-bus.  Fun ahead!"
5,Tue Jun 16 08:34:40 PDT 2009,gavin714,"packing and getting ready to go to wichita falls! pretty pumped for some koozies, beer, and pool time "
5,Tue Jun 16 08:34:41 PDT 2009,Mrs_NickJ07,Going to listen to LVaTT to calm myself.. 
5,Tue Jun 16 08:34:41 PDT 2009,sytheveenje,"#computerarts Nice, people who don't know can just copy it ;)  Great contest! Pick me!"
5,Tue Jun 16 08:34:41 PDT 2009,faceman101,@damoeldiablo PM myself and Doozie your email address dude.  
5,Tue Jun 16 08:34:42 PDT 2009,ctycty,bye twitter . restin' time ! nite 
5,Tue Jun 16 08:34:42 PDT 2009,ERrOrR,screw you NZ!!  especialy middle finger credit to daniel vitory!....lol Sri lanka thru to the semis...buahahhha... 
5,Tue Jun 16 08:34:42 PDT 2009,MSB7,@NatiKuhnNews Happy bday! 
5,Tue Jun 16 08:34:42 PDT 2009,CATTSKI,@edemayne yes! the 3rd. want a copy? 
5,Tue Jun 16 08:34:42 PDT 2009,Killer_Burrito,Okay so the plan is to go to hot topic and buy all the harry potter stuff I can! 
5,Tue Jun 16 08:34:42 PDT 2009,tigertuft,"#digitalbritain on page 11 and bored already......mind you, nothing can hold my attention these days!!!! "
5,Tue Jun 16 08:34:42 PDT 2009,Foolishoverlord,"@shwood loved the cameo, made me chuckle! along with your SXSW talk over the past couple of shows "
5,Tue Jun 16 08:34:42 PDT 2009,stephgramling,Headed 2 Islands of Adventure...it is SO hot!!! Can't wait 2 ride Spiderman  I love that ride!
5,Tue Jun 16 08:34:44 PDT 2009,miss_extreme,WE GET TO KEEP OUR HOUSE! 
5,Tue Jun 16 08:34:44 PDT 2009,lovelymskk,@LyssaBrooke  really?  i think i'm getting the hang
5,Tue Jun 16 08:34:44 PDT 2009,brimil,"@jerseyshorejen haha I know that's why I said I like Comcast so much, because of their Twitter crew "
5,Tue Jun 16 08:34:44 PDT 2009,katiehogan,goood morning. biking to hanna's for breakfast 
5,Tue Jun 16 08:34:44 PDT 2009,Aksland,"Haugesund airport, waiting for the Oslo plane. Ndc09 next "
5,Tue Jun 16 08:34:45 PDT 2009,TheStarr,Why Would I Go Hard When This Sh*t Is So Easy??!! - Nicki Minaj 
5,Tue Jun 16 08:34:46 PDT 2009,shynquietshadow,enjoyinglake tahoe w/my redhead 
5,Tue Jun 16 08:34:46 PDT 2009,camdana_cole,"To Whoever Invented Philly Cheese Steaks, I Thank You, And Right Now So Does My Tummy.   "
5,Tue Jun 16 08:34:46 PDT 2009,Tweetie_bbe,GUNA LISTEN 2 MUCH BETTER NEXT C WHAT JOE HAS 2 HIDE 
5,Tue Jun 16 08:34:46 PDT 2009,COOLIEOBOJULIEO,"is going tanning hopfully get a lil more darker...  love yas, c ya xoxo"
5,Tue Jun 16 08:34:46 PDT 2009,jacodenn,@_Deeders_ I hope it all goes well for you at the Dr. today 
5,Tue Jun 16 08:34:46 PDT 2009,astroross,"@DailyStatsmobi it was an amazing race and the more I think about it the more I want to try it again, I'm sure I can do better "
5,Tue Jun 16 08:34:46 PDT 2009,1LisAnne,@AmyLynne18 I love you.. can't wait for this weekend 
5,Tue Jun 16 08:34:46 PDT 2009,captainboo,@evienyc What are truancy laws like in the US? I do hope those four biches get in trouble 
5,Tue Jun 16 08:34:47 PDT 2009,MKeithHarris,@denniswords good times indeed 
5,Tue Jun 16 08:34:47 PDT 2009,Diana54x,I had a good work out day today 
5,Tue Jun 16 08:34:47 PDT 2009,MsMaria22,just got off work! i'm exhausted.... worked real hard today. JK LMAO. i only worked 3 hrs. 
5,Tue Jun 16 08:34:47 PDT 2009,MissKillaD,@ErinSennett l0l isn't it the best! I swear I've seen every episode 
5,Tue Jun 16 08:34:48 PDT 2009,sleonowendc,"@aplusk erm, sorry to burst your bubble but soccer has also ended. unless u wanna watch e world cup qualifying. haha "
5,Tue Jun 16 08:34:48 PDT 2009,Natalie_1990,@neildouglass i cant wait for born to run 
5,Tue Jun 16 08:34:48 PDT 2009,rach3lizabeth,Good morning everyone. 
5,Tue Jun 16 08:34:48 PDT 2009,brettnoe,"@Murdoc569 Production meeting tonight. Trying to do the fundraiser to get money to do it. By the way, worked on the music dept vid yet? "
5,Tue Jun 16 08:34:48 PDT 2009,SraboniMonir,@SkinnyJeansNYC come run to Bklyn 
5,Tue Jun 16 08:34:48 PDT 2009,KrisCaroline,Dintist today! My teeth are excited lol ... HOME ALONE for a week!! and im startin it off with my Fantastic 5 tonight! Were havin a date 
5,Tue Jun 16 08:34:48 PDT 2009,crazy_moon,@MeguMiya Thank you 
5,Tue Jun 16 08:34:49 PDT 2009,Runwithsissorz,@ijustine hey 
5,Tue Jun 16 08:34:49 PDT 2009,hgreilly,@Chucky666 You have to make sure you come though  lol
5,Tue Jun 16 08:34:49 PDT 2009,MegAustinRadio,Totally pumped for the 2009 CMT Music Awards... you better watch AND take notes.... there will be a quiz 
5,Tue Jun 16 08:34:50 PDT 2009,Shash,@linksforluv  you betcha!! 
5,Tue Jun 16 08:34:50 PDT 2009,Kaytze,so fun catching up... 
5,Tue Jun 16 08:34:50 PDT 2009,Megann_x,watching fhe film Jack love this film. 
5,Tue Jun 16 08:34:50 PDT 2009,elorg,http://twitpic.com/7josl - This is so addictive... http://tr.im/oFYO  Check it out!
5,Tue Jun 16 08:34:50 PDT 2009,josefdielle,A Walk To Remember- Super Junior. Probably the BEST fanmade video I've seen so far. 
5,Tue Jun 16 08:34:50 PDT 2009,jhvee,@zia_lim  you just made my day  zia   miss you na
5,Tue Jun 16 08:34:51 PDT 2009,annaasaywhat,http://bln.kr/T1/ good song (Y) 
5,Tue Jun 16 08:34:51 PDT 2009,WAmarriage,Seattle PRIDE will be June 28th at 11am.  Come out and support your community! March with the marriage equality contingent! 
5,Tue Jun 16 08:34:51 PDT 2009,pomacious,"@bucketofsunshyn another majestic place. this one is in java, indonesia. google it, and look at the photo. "
5,Tue Jun 16 08:34:51 PDT 2009,11chiqa11,@The_Real_Tevin ei how u doin today? 
5,Tue Jun 16 08:34:51 PDT 2009,o0omunkieo0o,"@KlownDogg haha, well we do sound amazing...  i actually love my accent. #blockHH"
5,Tue Jun 16 08:34:52 PDT 2009,brendanguyen,"Goodmorning tweethearts! Besides Covina High School's graduation tonight, give me plans for the day/night! Today's my last day @ school! "
5,Tue Jun 16 08:34:53 PDT 2009,asandroq,"@bastos No, I just love this! "
5,Tue Jun 16 08:34:53 PDT 2009,megsmegss,@Jonasbrothers best lyrics on the album= i start to freak and scream so loud just like the females in the crowd 
5,Tue Jun 16 08:34:53 PDT 2009,shhshuskies32,Im in history watching remember the titans and painting my nails while listening to the new jonas brothers cd that came out this morning 
5,Tue Jun 16 08:34:54 PDT 2009,Sahasta,@TJ_Black Dude u r a great artist any way i hope you come to turkey i would realy like to watch your concert it would be awsome 
5,Tue Jun 16 08:34:54 PDT 2009,rohinkallat,@FrancyneWalker You go Francyne! 
5,Tue Jun 16 08:34:54 PDT 2009,MollyTinks,your lips my ass they should meet 
